"","newid","region","fam_type","earncomp","bls_urbn","cutenure","age_ref","sex_ref","marital1","educ_ref","inclass","kids","inc","inc.a","food","house","transport","utili","health","enter"
"16017","03165662","4","2","2","1","1",33,"1","1","13","09",1,84187,90000,2600,6694.6668,3456,1088,6933.3328,396
"16018","03110723","4","3","2","1","1",46,"2","1","13","09",1,81075,90000,7720,15976,4588,2752,13808,7992
"16022","03207261","1","2","2","1","1",28,"2","1","15","09",1,119042,141794,5893.3332,17769.3332,2066.6668,2556,23370.6672,1080
"16023","03086483","3","3","2","1","1",44,"1","1","12","09",1,89023,99667,3640,1704.6668,6333.3332,700,4000,680
"16026","03102843","3","3","2","1","1",42,"1","1","13","08",1,52761.4,58125.4,7280,18580,3124,6404,16928,720
"16028","03103352","3","2","2","1","2",32,"1","1","15","09",1,124615,152001,8320,28204,3984,4920,12960,5616
"16029","02993324","1","2","2","1","4",31,"2","1","13","09",1,137987,175012,11706.6668,28416,3434.6668,1764,16928,2292
"16030","03099703","4","3","2","1","4",36,"2","1","13","08",1,59571,63600,3380,16100,8960,5340,8592,120
"16034","03208081","1","3","2","1","1",41,"1","1","16","09",1,101552,120000,6378.6668,23078.6668,2045.3332,2416,19200,880
"16035","03003274","4","2","2","1","1",30,"1","1","14","09",1,118203,139152,2946.6668,17202.6668,3085.3332,1432,7706.6672,352
"16036","03102452","4","2","2","1","1",34,"1","1","15","09",1,72132.4,80301.4,13000,23576,7800,3944,25728,720
"16037","02933325","4","3","2","1","1",50,"2","1","14","09",1,166450.8,219344.8,6933.3332,7566.6668,2240,2036,3466.6672,328
"16038","02992684","3","2","2","1","2",27,"2","1","15","02",1,5200,5200,3120,5726.6668,5712,1700,17760,760
"16049","03092992","1","5","2","1","1",55,"1","1","13","09",1,129922,153000,12220,26832,1540,9864,24960,2160
"16050","03146252","4","4","2","1","1",50,"2","1","16","09",1,68578,74000,4506.6668,13721.3332,2880,4772,12352,1304
"16053","02969674","3","5","1","1","1",59,"2","1","13","05",1,22577,22577,6188,26076,4684,8372,2992,3556
"16055","03237541","3","4","1","2","1",48,"1","1","14","08",1,56278.2,58324.2,3293.3332,4857.3332,3252,2192,7973.3328,2472
"16069","03053984","4","4","2","2","1",38,"2","1","10","06",1,40981,36000,13048,4209.3332,3840,960,1280,600
"16071","03165392","4","4","1","1","4",40,"1","1","12","08",1,55852,60000,3033.3332,7500,640,1340,6400,584
"16081","02929745","3","4","2","1","1",46,"2","1","15","08",1,52584.6,53986.6,5016,19206.6668,832,2480,7680,840
"16082","03089512","3","4","1","1","1",35,"1","1","12","05",1,31897,24000,7280,21060,147212,7392,5600,1200
"16083","02951315","4","5","2","1","1",29,"2","1","13","08",1,53750,56000,2093.3332,4730.6668,1104,720,5893.3328,280
"16084","02924425","3","4","2","1","1",53,"2","1","15","09",1,119874,141700,10400,12334.6668,69013.3332,3580,32240,2232
"16087","02901535","4","4","2","1","2",38,"2","1","11","06",1,42306,37280,9436,11940,5820,7060,528,648
"16095","03142712","2","4","2","1","1",52,"1","1","13","09",1,95190,107000,11266.6668,13616,3184,5080,5824,1408
"16097","03216061","2","5","2","1","1",33,"2","1","11","09",1,70464,77000,9568,10478.6668,18506.6668,3396,32370.1328,160
"16106","02967734","4","5","2","1","1",48,"1","1","15","09",1,67039,71000,15496,16060,129240,8060,3200,2908
"16111","03054204","3","5","2","1","1",55,"2","1","13","09",1,85505.2,97010.2,2946.6668,6492,1564,4880,416,1432
"16118","02924145","4","4","1","1","1",45,"1","1","11","08",1,50646,52000,21640,13310.6668,10392,4720,53696,320
"16127","02922835","3","3","2","1","1",39,"2","1","16","09",1,80989.8,86759.8,7834.6668,14432,9492,4088,6080,2024
"16129","02906685","3","3","2","1","1",57,"1","1","13","07",1,47027.4,47266.4,11124,14480,4996,5288,44832,5160
"16131","03084294","3","3","2","1","1",42,"1","1","15","09",1,67401.8,73363.8,2105.3332,11778.6668,600,1088,10122.6672,200
"16132","03207624","3","3","2","1","1",37,"2","1","15","06",1,37261,33102,6218.6668,36096,6661.3332,1388,24170.6672,1244
"16136","03110042","2","3","1","1","1",38,"1","1","15","09",1,108020,120000,11780,32852,9656,3336,640,2364
"16137","02907905","2","3","2","1","1",38,"2","1","15","09",1,91607,135175,13220,28664,8104,6520,39424,15568
"16138","02950555","3","3","2","1","1",32,"1","1","15","09",1,93795,105000,3306.6668,7334.6668,4704,2336,4250.6672,436
"16140","03168472","3","3","2","2","2",28,"2","1","14","05",1,35521,29305,1560,1561.3332,1000,1348,1984,708
"16144","02968174","2","3","2","1","1",46,"2","1","15","09",1,169120,211000,19620,31248,5820,3116,74080,7152
"16145","03211951","1","2","2","1","1",38,"1","1","16","09",1,121204,140875,10120,26041.3332,5813.3332,3288,30261.3328,3892
"16146","03084304","3","3","2","1","4",30,"2","1","12","07",1,44676,45000,4160,7956,1200,1056,288,164
"16147","03210631","1","2","2","1","1",38,"2","1","15","09",1,163229,205000,12106.6668,31368,15964,5400,27360,22660
"16148","03106194","3","9","1","1","1",28,"1","5","12","05",1,32318,27075,1820,11526,3080,4028,2400,1316
"16156","03231881","1","3","2","1","4",57,"1","1","15","08",1,56944,62015,3120,7524,589.3332,1524,8666.6672,840
"16157","03142822","3","3","2","1","2",40,"1","1","13","09",1,72612,80000,8666.6668,5090.6668,6624,4336,12960,608
"16159","02996214","3","2","2","1","1",39,"1","1","13","09",1,63666,70156,6080,10132,5165.3332,2880,18960,7900
"16160","03076803","3","3","2","1","1",44,"1","1","16","09",1,181096.6,234486.6,3276,9430.6668,1320,988,1600,1016
"16161","03082253","2","2","2","1","1",35,"1","1","15","09",1,73033,79605,2737.3332,9626.6668,688,1444,4506.6672,288
"16162","03107443","3","9","1","1","1",35,"2","5","15","09",1,67307.4,71626.4,8780,22236,5080,3240,19990.4,1484
"16172","03235811","1","3","1","1","1",49,"1","1","15","09",1,101777,118066,4708,4217.3332,1200,1456,1973.3328,388
"16174","02971214","4","9","1","1","4",31,"2","4","12","05",1,31100,27412,5300,17972,5588,2772,3840,2584
"16179","03110922","4","3","1","1","1",29,"2","1","15","07",1,48065,47000,10660,34964,4252,4260,7360,3260
"16180","03151962","1","2","2","1","1",33,"2","1","12","09",1,93369,105200,5224,17096,3028,3616,8106.6672,296
"16183","03009884","3","2","2","1","1",30,"1","1","13","08",1,66542,69000,3033.3332,9133.3332,1105.3332,2160,11173.3328,992
"16187","03215141","4","2","2","1","4",41,"1","1","11","08",1,63234,66616,7626.6668,10424,1600,640,3840,1200
"16189","03109554","3","2","2","1","1",27,"1","1","12","09",1,84849,94882,4160,22812,3036,3404,22000,276
"16190","03101372","3","3","2","1","4",46,"1","1","15","09",1,76836,82000,6260,23120,6188,5120,19360,1980
"16193","03214681","1","2","2","2","1",41,"2","1","16","09",1,114838.2,130089.2,13000,30160,1213.3332,3896,3520,3636
"16194","03097013","4","3","2","2","1",33,"1","1","13","09",1,75658,80000,8620,21152,5888,3720,16880,4940
"16195","03165862","2","3","1","1","1",46,"1","1","11","09",1,82157.4,91332.4,4940,8517.3332,3668,1652,22400,880
"16196","03168382","2","3","2","1","1",34,"1","1","12","09",1,84952,94000,3466.6668,8773.3332,2564,1700,10672,2388
"16200","03105752","2","2","2","1","1",45,"1","1","16","09",1,106294.8,121113.8,6500,24852,6004,3940,7264,4660
"16205","02926135","1","2","2","1","4",41,"2","1","13","09",1,172968.6,229415.6,9918.6668,48360,16213.3332,5672,59168,4552
"16206","03231571","2","3","2","1","1",41,"2","1","15","09",1,129324,153000,4333.3332,23269.3332,3445.3332,2660,4160,900
"16210","03090292","3","2","2","1","1",36,"1","1","13","09",1,91027.6,101983.6,14560,15412,5104,4328,9792,276
"16211","02901045","1","3","2","1","4",32,"1","1","14","08",1,55347,58800,6060,13304,9720,2064,11515.2,4144
"16212","03101092","1","3","2","1","1",35,"1","1","16","09",1,90935,101037,10080,24580,7436,3824,3408,3272
"16213","02932955","1","3","2","1","1",53,"2","1","16","09",1,103346.8,114305.8,8172,21732,8889.3332,4468,19920,7468
"16214","03210681","1","3","2","1","1",35,"1","1","15","09",1,100587,120035,5322.6668,12588,4454.6668,2840,24800,6232
"16219","03106382","1","3","2","2","1",46,"1","1","12","09",1,110779,122000,19008,18056,8996,3228,9840,7152
"16221","03047574","3","2","1","1","1",31,"1","1","13","09",1,87557.2,98898.2,6066.6668,64233.3332,2728,2680,9706.6672,1480
"16224","02948535","2","3","2","1","1",43,"2","1","14","09",1,138844,170000,2686.6668,9008,165240,1932,9845.3328,456
"16226","03142542","3","2","2","1","1",40,"1","1","15","09",1,112999,131800,7949.3332,23560,2814.6668,3616,54000,1784
"16228","03149772","2","2","2","1","4",33,"1","1","14","08",1,52225,55000,7056,12232,1684,2800,320,2024
"16230","02904815","4","3","2","1","1",47,"1","1","15","09",1,115928,134500,7540,32152,9404,6168,20512,2056
"16232","03148382","2","3","2","1","1",42,"1","1","15","09",1,69106,74191,5200,12506.6668,4448,2056,12138.6672,400
"16233","03232631","1","2","1","1","1",37,"1","1","16","09",1,97847.4,103011.4,1993.3332,18062.6668,946.6668,2340,6400,180
"16235","02904675","4","3","2","1","1",41,"2","1","15","09",1,212591.4,275499.4,14500,29008,10040,8600,31200,8784
"16236","03171742","1","2","2","1","1",37,"2","1","16","09",1,143755,167000,3033.3332,21808.3332,2313.3332,1346.6668,4586.6672,548
"16240","03234871","4","3","2","1","1",34,"2","1","16","09",1,67080,73000,2253.3332,5001.3332,916,1404,12133.3328,1980
"16241","03110982","1","3","1","1","4",34,"1","1","15","09",1,122629,150000,10748,50144,31884,6200,21760,12432
"16243","03149962","3","3","2","1","1",59,"1","1","16","09",1,147692,181200,3893.3332,13916,7936,3500,3072,1300
"16245","03216131","4","3","2","1","1",52,"2","1","16","09",1,113998,130000,7826.6668,47425.3332,14304,4964,30400,9704
"16248","03150132","2","3","2","1","4",32,"2","1","14","09",1,102191,118256,5893.3332,16920,5244,4320,16640,1760
"16250","03209191","2","3","2","1","1",37,"2","1","14","09",1,69047,73950,6066.6668,19137.3332,67600,3560,10624,1744
"16251","03185671","1","5","2","1","2",34,"2","1","12","09",1,90266,103000,8840,12312,4404,6672,61600,6600
"16253","03148002","3","3","2","1","4",42,"2","1","15","09",1,71896.4,79947.4,10400,5892,1352,2712,9226.6672,984
"16258","03169752","1","2","2","2","1",38,"1","1","15","09",1,74450.8,78624.8,2946.6668,9594.6668,936,2236,240,992
"16260","03166502","2","2","2","1","1",30,"2","1","14","09",1,71492,78680,2080,6353.3332,696,820,6720,3412
"16263","03093323","3","3","2","1","4",35,"1","1","14","09",1,76446,81260,31840,20116,5456,3736,37680,6368
"16265","03078703","4","3","2","1","1",38,"1","1","13","08",1,60711,65000,2550.6668,4150.6668,576,992,4090.6672,776
"16266","03060853","3","3","2","1","1",46,"2","1","15","09",1,106515.2,121114.2,9706.6668,7562.6668,3740,2312,44640,1784
"16267","03000074","1","3","2","1","2",48,"2","1","15","09",1,87301,97000,6714.6668,17499.3332,1880,4324,52160,948
"16268","03215101","4","3","2","2","1",30,"2","1","12","07",1,47041.6,46368.6,3466.6668,7345.3332,2344,2384,8560,224
"16273","02968104","1","3","2","1","1",42,"1","1","15","09",1,82661,91000,7540,17724,64148,3412,26208,960
"16279","03142732","3","3","2","1","1",45,"2","1","14","09",1,151361,190000,7106.6668,17990.6668,2416,4608,31840,2472
"16280","03191091","3","3","2","1","4",36,"2","1","12","05",1,33952,28000,1360,14280,51796,1720,7136,2600
"16282","03092773","3","3","2","1","1",32,"1","1","14","09",1,103050,112617,17500,27544,3180,4988,38592,4220
"16284","03209101","2","3","2","1","1",52,"2","1","13","09",1,123193.8,151404.8,7173.3332,15053.3332,41364,2160,5994.6672,3200
"16287","03110303","2","2","1","1","1",29,"2","1","16","08",1,58541,62434,9620,11516,1260,3892,43232,660
"16288","02931675","1","3","2","1","1",47,"1","1","15","09",1,107520,121534,9880,18464,2680,1408,11520,2200
"16293","03108622","3","2","1","1","1",27,"1","1","13","09",1,67394,70000,12480,21820,5176,4184,20912,1488
"16296","02999074","4","3","2","1","1",44,"1","1","14","09",1,139425.2,162814.2,8266.6668,30952,3040,4376,16138.6672,2904
"16299","03208591","3","2","2","1","1",27,"1","1","12","09",1,119154,145000,6621.3332,18636,3764,3904,68416,1960
"16301","03229841","1","3","2","1","1",53,"2","1","16","09",1,157218,190000,3293.3332,13061.6668,720,1960,10133.3328,260
"16305","02908905","1","3","2","1","1",46,"1","1","16","09",1,150949.8,181247.8,18736,39944,15424,7216,27200,4736
"16309","03083694","3","3","2","1","1",40,"2","1","14","09",1,76009,84407,2946.6668,6960,1676,1704,28133.3328,524
"16310","02922565","1","3","2","1","1",34,"2","1","12","08",1,58783,61599,5546.6668,11021.3332,1400,2388,13920,880
"16313","03147732","4","2","2","1","1",34,"2","1","15","09",1,116158.4,139299.4,7800,19285.3332,2133.3332,3840,16000,464
"16314","03195541","3","3","1","1","1",27,"1","1","12","08",1,56077,60133,7800,24948,9316,5520,20800,1560
"16315","03090943","3","3","2","1","1",52,"1","1","16","09",1,96876,105000,5980,19848,12388,3160,2240,680
"16317","02998814","4","3","2","1","1",43,"2","1","15","09",1,75966.2,84166.2,7357.3332,20034.6668,2308,2360,1920,5440
"16318","03210281","3","3","2","1","4",35,"2","1","14","02",1,5900,5900,3985.3332,13776,7658.6668,3176,13120,900
"16322","03227141","3","3","1","1","1",55,"1","1","16","09",1,99487,108000,3640,5914.6668,2632,1160,1733.3328,640
"16323","02997784","2","3","2","1","1",34,"1","1","15","09",1,104880,120000,6933.3332,17733.3332,2524,3408,7573.3328,308
"16324","03004034","2","3","2","1","1",41,"1","1","15","09",1,111619,132006,3640,8537.3332,3633.3332,1172,11264,1076
"16328","02905185","3","3","1","1","1",38,"1","1","15","09",1,74374,82600,9580,18408,3688,4632,21152,4776
"16329","03150102","1","3","2","1","2",40,"1","1","15","09",1,102370,119000,19066.6668,26331.3332,7802.6668,1732,3200,2976
"16337","03185731","2","3","2","1","1",38,"2","1","13","09",1,99816,117382,10920,12828,11016,6284,7488,2424
"16339","03194411","3","3","2","1","4",40,"1","1","13","09",1,82284.4,88075.4,11960,29140,7940,7100,14976,2616
"16341","02926075","2","2","2","1","1",36,"2","1","16","09",1,120950.8,143731.8,4264,27464,3928,2504,14240,1032
"16342","03190151","1","3","2","1","1",39,"1","1","15","09",1,103683,118000,8840,21288,3000,5360,13008,3320
"16348","03085864","3","3","2","1","1",43,"2","1","12","06",1,41306,38000,3486.6668,3802.6668,1028,1440,9600,372
"16351","03083593","3","3","2","1","1",38,"2","1","12","07",1,44509.2,43979.2,2917.3332,6034,1548,1912,2426.6672,800
"16355","03054534","3","3","2","1","2",34,"1","1","15","08",1,54153,57708,3640,7992,8668,5672,26320,2480
"16356","03003754","4","2","2","1","1",27,"1","1","13","09",1,91939,102000,1820,5989.3332,888,1292,2368,80
"16358","03213171","4","2","2","2","1",27,"1","1","12","09",1,92550.8,100534.8,5546.6668,8844,13240,1920,2400,104
"16370","03209811","4","3","2","1","1",54,"1","1","15","09",1,161187,195010,9189.3332,81146.6668,6736,9680,6400,27824
"16371","03099162","2","3","1","1","1",35,"1","1","16","09",1,92194,107000,10428,35284,7436,4692,18400,3264
"16375","03235781","2","3","2","1","1",38,"1","1","16","09",1,131794.2,156597.2,3226.6668,9557.3332,1946.6668,2120,8666.6672,3704
"16378","03080673","3","9","1","2","4",32,"2","5","13","06",1,36252,35000,2537.3332,3520,2708,1120,2592,272
"16379","02931945","4","3","2","1","1",45,"1","1","13","09",1,91632,95000,10400,30573.3332,1998.6668,3432,9706.6672,3224
"16380","02999744","4","2","2","1","1",27,"1","1","13","06",1,37548,32000,6240,17008,4668,3520,7936,952
"16386","03107992","1","3","2","1","1",52,"2","1","12","09",1,94131,107000,7800,20864,5316,6060,2080,2776
"16388","03149542","3","3","1","1","1",31,"1","1","12","08",1,52651,56249,13693.3332,14292,158570.6668,4080,560,1896
"16389","03001704","3","3","2","1","1",43,"2","1","15","09",1,103936.4,121316.4,2480,2304,1840,1408,17333.3328,116
"16391","03089663","2","3","2","1","1",34,"1","1","13","09",1,106669.2,125414.2,8104,21376,8440,4960,26640,1840
"16394","03186831","2","3","2","1","1",39,"1","1","13","09",1,71430.4,78828.4,10660,10800,5880,2960,12000,2232
"16398","02989984","3","9","1","1","1",52,"2","3","12","05",1,30436,24000,2946.6668,5820,2000,3052,970.6672,760
"16400","03143632","3","3","1","1","4",39,"2","1","14","07",1,47547,41124,4680,11092,2536,4292,3356.8,1860
"16402","03142652","4","3","1","1","1",36,"1","1","15","08",1,59889.8,62190.8,6066.6668,9645.3332,1608,2656,21792,1024
"16403","03185481","2","2","2","1","1",34,"1","1","14","09",1,72445,77550,9180,21540,9988,4380,80000,1700
"16406","03184751","4","2","2","1","4",28,"2","1","15","09",1,87561,97000,9620,12908,12468,2696,31200,696
"16407","03151552","3","3","2","1","4",38,"1","1","13","09",1,68310,72000,12826.6668,9152,2260,2352,5130.6672,776
"16408","03216191","3","3","2","1","1",35,"1","1","11","08",1,63259,65659,5373.3332,13850.6668,4617.3332,3980,1909.3328,840
"16409","03169392","1","3","2","1","1",31,"1","1","12","09",1,98277.2,110485.2,2488,8868,413.3332,1680,2240,720
"16412","03100843","3","2","2","1","1",32,"1","1","14","09",1,86560.2,97573.2,5980,30992,6644,7380,23840,5020
"16414","02924375","2","3","2","1","2",31,"1","1","15","08",1,55229.6,59313.6,3466.6668,7638.6668,56700,3160,8181.3328,800
"16415","03236421","1","3","2","1","2",50,"1","1","15","09",1,125438,154160,3676,6773.3332,1066.6668,2224,1488,1292
"16420","03065433","3","3","2","1","1",41,"1","1","15","09",1,82412,87000,9654.6668,18781.3332,2824,2280,34821.3328,2296
"16421","03215011","2","2","1","1","1",28,"1","1","13","09",1,85747,95800,9880,7884,2436,1924,11765.3328,1464
"16427","02977784","2","3","2","1","1",34,"2","1","15","09",1,120067.4,146101.4,14560,14568,4960,6700,11200,5404
"16432","03173302","1","3","2","1","1",40,"1","1","15","09",1,89025,100300,3900,5337.3332,1080,896,2816,296
"16433","02906055","1","3","2","1","1",46,"1","1","15","09",1,107426,125800,18720,25880,95304,5700,66240,13272
"16436","03230031","2","2","2","2","1",35,"2","1","13","07",1,42611,41860,1386.6668,10746.6668,2756,1360,21813.3328,244
"16437","03057034","3","3","2","1","1",56,"1","1","15","09",1,118799,139500,9360,42776,111000,6960,35200,1608
"16438","03149162","2","3","2","1","1",46,"1","1","13","09",1,103173,111500,5872,24420,9668,3524,13802.6672,2552
"16439","02971014","1","3","2","1","1",41,"1","1","16","09",1,163702,195000,10660,57556,17236,6540,10400,3740
"16444","03064213","3","3","1","1","2",36,"2","1","13","01",1,4374,4374,4333.3332,2482.6668,1760,2456,30826.6672,2144
"16445","02988814","1","2","1","1","4",32,"1","1","16","04",1,26986,18128,9976,12584,960,2360,1120,416
"16447","03169262","2","3","2","1","1",43,"2","1","16","09",1,115268,134144,4073.3332,6505.3332,3656,1224,10800,612
"16452","03004244","2","2","2","1","2",43,"2","1","15","09",1,101271,115000,2600,9279.3332,880,1744,6400,440
"16454","03007744","4","3","2","1","1",45,"1","1","15","09",1,109068.2,122613.2,3380,14290.6668,2680,2204,736,428
"16457","03167142","3","3","2","1","2",41,"2","1","15","05",1,33520.2,27036.2,2313.3332,2783.3332,1000,280,3120,80
"16462","02930695","1","3","2","1","1",30,"2","1","12","09",1,77097.6,82342.6,8493.3332,10981.3332,5296,3560,8000,1200
"16467","03191421","1","2","1","1","2",54,"1","1","15","09",1,84953,96000,7540,46544,4800,4248,240,2208
"16469","03190021","3","3","2","1","1",36,"2","1","16","09",1,89975,97500,6240,10660,5364,2716,38400,320
"16472","03086123","2","2","1","1","1",31,"1","1","15","07",1,47926,48000,2753.3332,4104,64993.3332,1292,8666.6672,112
"16473","03213781","3","3","2","1","1",29,"2","1","12","09",1,81323.4,87097.4,7960,17366.6668,1600,2872,9696,884
"16474","03192281","2","3","2","1","1",46,"2","1","13","09",1,70271,78040,10888,14116,6920,4804,38640,2556
"16476","03093544","3","3","2","1","1",33,"2","1","15","08",1,52035,54000,8280,14660,5424,2460,2560,1744
"16478","02930015","3","3","2","1","1",31,"1","1","16","09",1,153040.8,180608.8,7904,19001.3332,4304,3100,11520,3856
"16481","02969714","4","3","2","1","1",48,"2","1","16","05",1,35429,29527,12100,16984,3728,4508,14400,7400
"16484","02967144","4","9","1","1","2",41,"2","3","13","07",1,49660,49819,9176,9116,18568,5052,14795.2,3168
"16485","03186901","2","2","2","2","4",27,"1","1","11","08",1,53211.4,53307.4,10400,23012,7384,3340,4784,4640
"16486","03105613","2","3","2","1","1",30,"2","1","15","09",1,105603,126800,9032,21016,9020,3680,4320,2020
"16487","03209971","4","2","2","1","4",34,"1","1","16","09",1,75652,81836,8165.3332,30301.3332,103792,400,8640,1212
"16492","02972794","4","2","2","1","1",45,"2","1","10","08",1,56877,58000,14200,43452,10324,6588,9536,4708
"16493","03147172","1","2","2","1","4",41,"1","1","13","09",1,138955,172000,5546.6668,18896,1280,3816,11509.3328,680
"16494","02905255","4","9","1","1","1",42,"2","1","15","09",1,82793,79499,14980,15364,14792,4452,9195.2,5872
"16496","03214881","2","3","2","1","1",37,"1","1","13","09",1,126365,157602,9013.3332,10852,16109.3332,2960,5344,1344
"16497","03058534","3","3","1","1","1",46,"2","1","15","08",1,59379,63200,1213.3332,10469.3332,1456,3120,960,1200
"16499","03009694","1","3","2","1","4",48,"2","1","14","09",1,86540,98000,4888,8108,1958.6668,888,1344,40
"16501","03004654","3","2","2","1","1",35,"1","1","15","09",1,71895,80000,4420,6482.6668,900,2008,960,580
"16502","03212161","4","2","2","1","1",40,"1","1","13","09",1,134663,162000,12306.6668,34016,3824,3184,3061.3328,1428
"16503","03144122","3","3","2","1","1",48,"1","1","13","08",1,56934,58621,6413.3332,6504,3504,3372,11520,2564
"16504","02977584","2","2","1","2","1",27,"1","1","10","09",1,76888.4,78308.4,5460,35520,1960,720,8400,120
"16505","03085404","3","3","1","1","4",36,"2","1","13","08",1,54712,56000,1993.3332,7208,5526.6668,1320,3200,892
"16506","02973944","1","3","2","1","1",35,"1","1","13","09",1,89633,100100,19140,26700,4096,5580,22224,3988
"16508","02996074","3","2","2","1","2",29,"1","1","12","09",1,75832,83400,5373.3332,3920,2936,2120,8640,376
"16509","03216571","4","3","2","1","4",32,"2","1","15","08",1,57697,62000,5200,10148,5357.3332,2480,13120,1024
"16513","03167592","4","2","2","1","1",29,"2","1","15","08",1,65996,68750,2860,7974.6668,1000,1384,3932.8,672
"16514","03000374","2","3","2","1","1",33,"1","1","15","09",1,89485,101200,5053.3332,7925.3332,2940,1540,74048,7320
"16515","02997474","3","3","2","1","4",28,"1","1","14","08",1,63138,65920,7026.6668,15780,7600,3980,3840,3424
"16516","03172492","2","3","2","2","1",29,"1","1","12","09",1,71119.4,75302.4,3873.3332,2378.6668,2224,1280,4842.6672,796
"16517","03049884","3","2","2","1","1",37,"1","1","15","08",1,55638.8,54976.8,5720,10233.3332,2956,2684,9840,1228
"16519","03173662","3","3","2","1","2",37,"2","1","16","09",1,96845,105000,3524,5790.6668,2520,1264,7296,1120
"16523","02925825","4","3","2","1","1",33,"1","1","12","09",1,82289.8,90831.8,5392,11097.3332,2956,4068,17920,1572
"16530","03212601","3","3","1","1","1",43,"1","1","16","09",1,100592,110000,9533.3332,12593.3332,2996,2812,61120,4880
"16531","03172792","3","2","2","1","1",28,"1","1","14","09",1,95173.2,102809.2,5546.6668,8654.6668,3964,860,5600,1300
"16532","03096342","3","3","1","2","4",31,"1","1","12","05",1,34898,28100,10440,2640,18984,2160,13600,1216
"16535","03142612","3","3","2","1","1",47,"1","1","15","09",1,166889.6,218823.6,5546.6668,7748,3932,4400,7200,1656
"16538","03186711","3","3","2","1","2",32,"2","1","12","09",1,68071,71731,13940,13344,11632,4840,29200,13100
"16540","03211551","4","2","2","1","1",34,"2","1","15","09",1,127663.4,154078.4,10400,27885.3332,6057.3332,1400,12277.3328,960
"16541","03075743","3","3","2","1","1",44,"2","1","13","09",1,122545,150000,3206.6668,4988,1000,2468,5600,500
"16543","03227481","3","3","1","1","2",61,"2","1","15","01",1,1680,1200,3066.6668,22520,4924,1120,3840,360
"16546","03206821","1","3","2","1","1",45,"2","1","15","09",1,75836.2,83259.2,6586.6668,15032,45700,3192,13866.6672,2316
"16549","03193961","3","2","2","2","4",31,"2","1","14","09",1,98074,116000,5720,8108,4156,2948,8640,876
"16551","03089162","2","3","2","1","1",38,"1","1","15","09",1,101466.4,112384.4,17100,32408,21648,4464,38576,5616
"16552","03227361","4","2","2","1","1",29,"1","1","14","09",1,72658.2,79062.2,2600,3200,600,1200,7802.6672,300
"16556","03208101","4","3","2","1","1",38,"2","1","16","09",1,128469,146536,10330.6668,22706.6668,3524,1824,21888,3668
"16559","02946615","3","3","1","2","4",30,"1","1","11","05",1,35515,28084,1092,2168,1700,976,96,32
"16561","03147702","3","3","1","1","1",47,"1","1","13","06",1,37152,32000,5200,8341.3332,2206.6668,3893.3332,9984,540
"16563","02910605","4","3","2","1","4",52,"1","1","12","08",1,52065.2,52900.2,11700,29216,6464,4160,9600,1180
"16564","03055144","3","3","1","1","4",43,"1","1","15","08",1,60756,65000,13178.6668,23046.6668,9065.3332,6280,19536,2240
"16565","03010554","2","3","2","1","1",38,"2","1","16","09",1,111365,131000,5073.3332,10661.3332,4644,1548,16160,5872
"16566","03192901","4","3","1","1","1",41,"1","1","14","09",1,71109,75000,3312,17412,6316,4380,8848,1260
"16568","03145602","2","3","2","1","1",45,"2","1","13","07",1,45775,46361,7973.3332,11374.6668,2360,2368,160,680
"16569","03056013","2","3","2","1","1",39,"2","1","15","09",1,89575,1e+05,5053.3332,14766.6668,6010.6668,2912,8565.3328,2508
"16570","03150842","4","3","1","1","1",45,"1","1","16","09",1,115743,125000,4333.3332,23032,5520,2176,11445.3328,4636
"16571","03166482","4","3","1","1","1",49,"1","1","15","09",1,71726,77000,3120,6505.3332,1736,1884,6080,1240
"16572","03229341","3","2","2","1","1",35,"1","1","15","09",1,89963,101737,4420,4421.3332,609.3332,1888,9920,500
"16573","03096794","2","3","2","1","1",33,"2","1","15","09",1,103716,121000,7540,50640,1804,5788,27232,6220
"16578","03107032","4","2","2","1","1",33,"2","1","15","09",1,85275.4,92994.4,8840,32640,5844,4300,28800,2308
"16580","03214261","1","3","2","1","1",45,"1","1","15","09",1,156312,187309,11146.6668,40304,13046.6668,4780,15200,8624
"16583","02954705","1","2","2","1","1",34,"1","1","12","09",1,156428.4,189053.4,4528,26343,2706.6668,1548,5600,1008
"16584","02904595","3","2","2","1","1",34,"1","1","15","09",1,76871,82084,15080,21192,2560,7236,20400,1888
"16585","03190771","1","3","2","1","1",35,"1","1","15","09",1,106247.6,123521.6,19500,44952,5820,11400,3360,5836
"16586","03054223","2","3","1","1","1",43,"1","1","14","09",1,71296,77000,6760,9984,2576,1692,20224,1424
"16588","03185911","3","2","2","1","2",33,"2","1","15","08",1,59080.2,61482.2,4004,10816,4240,2400,18752,560
"16590","02905495","2","2","2","1","1",34,"1","1","15","09",1,158857,192280,22360,86192,8452,4172,26304,14844
"16599","03088722","4","3","2","1","4",35,"2","1","15","08",1,61441,66000,7280,18668,4192,5748,16352,660
"16600","02927455","4","2","2","1","1",32,"2","1","15","09",1,138732.6,162048.6,7800,18841.3332,9974.6668,1920,6560,7380
"16602","03146432","3","3","2","1","4",34,"1","1","13","08",1,61563.2,64065.2,5096,11396,5876,3296,5482.6672,1276
"16605","03105193","3","3","2","2","1",31,"1","1","12","08",1,55151.2,58913.2,7280,14728,2256,4440,11984,900
"16609","02994324","3","2","2","1","1",32,"1","1","16","09",1,138820,164780,11133.3332,24249.3332,7844,4160,69520,4360
