"","newid","region","fam_type","earncomp","bls_urbn","cutenure","age_ref","sex_ref","marital1","educ_ref","inclass","kids","inc","inc.a","food","house","transport","utili","health","enter"
"6747","02969063","4","1","2","1","4",58,"1","1","15","09",0,64623.8,75323.8,12480,32008,3564,8512,61920,960
"6748","03050392","2","9","1","1","1",43,"2","5","16","09",0,57564,70000,4560,14542.6668,9306.6668,4936,9040,1920
"6749","03008633","4","1","1","1","4",36,"1","1","16","09",0,75417,90000,1733.3332,4482.6668,3632,842.6668,5248,64
"6753","03097422","4","1","2","1","4",64,"2","1","14","09",0,102773.4,127965.4,9004,16840,4784,4228,5696,8732
"6756","03080804","2","9","1","1","1",44,"2","3","11","05",0,27551,26500,2946.6668,4736.6668,400,1684,8144,40
"6757","02992743","3","1","2","1","1",58,"2","1","15","09",0,128633.2,152466.2,5600,8916,14232,2720,16000,1520
"6758","03098142","3","1","1","1","1",50,"2","1","12","05",0,23046,22557,5020,9900,35156,4280,15115.2,1240
"6760","02904954","4","1","2","1","4",54,"2","1","15","08",0,56369,62056,5460,15360,1844,2332,26528,840
"6763","02930885","3","1","1","1","1",61,"2","1","13","05",0,25482,26032,2426.6668,6514.6668,3000,1640,10386.1328,688
"6764","03060562","3","1","2","1","2",49,"2","1","13","09",0,110419,135200,5026.6668,3596,7400,2408,11200,320
"6765","02991793","4","1","1","1","1",44,"1","1","13","08",0,52598.8,56850.8,7626.6668,17656,8288,3224,12325.3328,1904
"6771","02945894","1","1","2","1","1",58,"1","1","15","08",0,57509.8,61799.8,5026.6668,9573.6668,1760,1460,9024,1800
"6777","02932524","3","9","1","1","1",45,"1","5","13","08",0,51192.6,53780.6,8146.6668,5193.3332,2240,1968,11090.1328,696
"6783","03150871","3","1","2","1","1",46,"2","1","13","09",0,100864,117000,5200,11932,2320,3736,13589.3328,1076
"6784","02968953","3","1","2","1","1",61,"2","1","12","07",0,36548,40000,9100,15024,4848,10060,13168,1064
"6786","02932734","1","1","2","1","4",58,"1","1","15","09",0,66412,75000,3640,13008,5076,576,8224,1592
"6787","02992483","3","1","2","1","2",60,"1","1","15","09",0,84533.4,95090.4,6586.6668,6793.3332,2360,3340,8224,800
"6790","03144191","3","1","2","1","2",45,"2","1","13","08",0,46014,51361,5200,3044,1060,2620,20800,1736
"6795","03102314","2","1","2","1","1",60,"1","1","15","09",0,103834,127084,8416,20252,5548,5644,12448,2236
"6798","03172411","3","1","2","1","1",47,"2","1","13","09",0,165767,195000,2253.3332,5596,2904,1600,12800,896
"6800","03103081","3","1","2","1","1",29,"2","1","15","08",0,52293,58709,3276,17336,12864,5972,34816,3160
"6802","03075834","1","1","2","2","1",52,"1","1","15","09",0,72595,80050,1941.3332,6536,1600,1932,3989.3328,2620
"6808","03148641","3","1","1","1","2",45,"2","1","12","03",0,12859,12859,9880,5240,960,4032,3356.8,992
"6811","03062354","3","1","2","1","1",32,"1","1","14","09",0,102269,111000,4853.3332,29820,841.3332,1916,9600,1144
"6814","03081572","2","1","2","2","4",63,"1","1","16","09",0,77017,86000,2250.6668,3968,600,1200,12352,292
"6817","03068812","3","9","1","1","2",60,"1","2","12","08",0,53415,60568,1733.3332,5111.3332,560,1040,8611.7328,280
"6818","03093361","1","1","2","1","4",59,"1","1","12","08",0,46890.2,52647.2,5388,17300,4800,1816,11104,4596
"6821","03093442","3","1","2","1","1",42,"2","1","16","09",0,126042,160000,10400,42088,4160,4788,5760,1488
"6823","03088314","2","1","2","1","1",34,"2","1","15","09",0,91628,105000,4333.3332,7854.6668,2872,1680,1600,780
"6831","03163603","2","1","2","1","2",34,"1","1","15","09",0,97586,120001,520,3589.3332,3334.6668,1308,3360,612
"6832","03096774","3","1","1","1","2",56,"2","1","11","07",0,43838.4,46773.4,4420,11652,8436,4164,22880,912
"6833","03053884","3","1","1","1","1",56,"1","1","12","05",0,24589,25000,3120,4517.3332,640,2400,15605.3328,800
"6841","03081004","3","1","1","1","2",63,"1","1","15","09",0,76538,88989,866.6668,3610.6668,1105.3332,2677.3332,31792,1144
"6843","03096933","4","1","2","2","2",60,"2","1","13","06",0,32027.8,32922.8,3512,9774,10212,2516,32528,7188
"6847","03003093","3","1","2","1","1",53,"1","1","16","09",0,156073,185000,2686.6668,15253.6668,424,2560,8256,512
"6854","02820005","4","1","2","1","4",31,"1","1","13","06",0,34330,36000,4420,24524,2680,1600,640,696
"6858","03093981","3","1","1","1","1",57,"2","1","16","09",0,89861,106609,6700,13548,4184,3936,32715.2,3360
"6865","03093691","3","1","2","1","1",49,"2","1","16","09",0,86072,1e+05,7800,21144,4848,4708,6400,4104
"6868","03143421","4","9","1","1","4",41,"1","5","13","05",0,22583.6,24524.6,2792,7984,952,2616,6400,3264
"6869","02948704","4","1","2","1","4",60,"2","1","15","09",0,139380,176000,866.6668,13876,6554.6668,360,2080,716
"6871","02823645","3","1","2","1","1",32,"2","1","15","04",0,16345.4,16208.4,6500,6514,1200,4800,27648,780
"6881","02947964","1","1","2","1","4",35,"2","1","12","08",0,57991,66000,2686.6668,3564,1440,1224,480,496
"6885","02969693","4","1","1","1","2",62,"2","1","15","09",0,79844,91659,7840,13272,5544,4620,22512,6164
"6889","03091821","3","1","2","1","1",38,"1","1","15","09",0,106779.8,126367.8,18000,17068,12624,5884,40160,2412
"6898","03107754","2","1","2","1","4",40,"2","1","12","06",0,34848.6,37191.6,3640,8700,1316,2700,24000,1368
"6899","03098361","3","1","2","1","1",63,"2","1","15","08",0,46119.4,51088.4,8176,19096,1780,8212,15744,1008
"6900","02925584","2","9","1","1","4",48,"1","3","14","08",0,44487,50000,4080,6748,1690.6668,1328,6794.6672,32
"6901","02923564","1","1","2","1","1",45,"1","1","14","09",0,85701,1e+05,3466.6668,15704,1488,3440,10752,1200
"6909","03167011","3","1","2","1","1",63,"2","1","16","09",0,107835,111516,2426.6668,25904.3332,2644,2752,3182.4,532
"6910","03172951","4","1","1","1","1",32,"1","1","16","09",0,141796,161500,13266.6668,14713.3332,4800,2412,3200,1184
"6912","02992603","4","1","2","1","4",40,"1","1","15","09",0,102983,119690,5200,21572,6056,2324,17728,724
"6914","03081214","2","1","2","2","4",48,"1","1","11","06",0,29266,30282,1560,3752,1124,688,2176,316
"6917","03093671","4","1","2","1","2",51,"2","1","12","07",0,39290,42000,15340,11384,7148,3508,6720,6056
"6918","03105561","3","1","2","1","1",28,"1","1","16","09",0,80341,89922,4160,15068,3984,5220,22800,2520
"6919","03064832","2","1","2","1","1",61,"2","1","12","09",0,75191,86717,4386.6668,7940,1708,3588,7488,1472
"6921","03006003","2","9","1","1","1",51,"2","3","12","01",0,4535.2,4373.2,1213.3332,4100.6668,400,1860,2958.4,140
"6922","03099021","2","1","2","1","4",47,"1","1","15","08",0,54221,60445,9340,16248,10136,3240,15376,1140
"6924","03052523","3","1","2","2","2",47,"1","1","15","09",0,84112,93787,14733.3332,7717.3332,3200,2640,7520,696
"6927","03011163","2","1","2","1","1",61,"1","1","13","09",0,72442.6,81678.6,5200,12345.3332,2552,1356,5546.6672,828
"6928","03169441","4","1","2","1","1",53,"2","1","14","09",0,163446.2,196011.2,4766.6668,26632.3332,2100,3112,8000,1576
"6929","03074972","3","1","2","1","1",27,"1","1","15","09",0,64982.2,75480.2,2773.3332,11884,3878.6668,1388,2400,1712
"6930","03147931","2","1","1","1","1",57,"1","1","12","07",0,46435,47563,13866.6668,14036,1940,5464,15132.8,424
"6931","03171651","2","9","1","1","1",55,"1","3","12","08",0,62366,66275,1993.3332,4974.6668,1908,1552,13806.4,464
"6934","03169591","4","1","2","1","4",29,"1","1","13","09",0,83995,97000,2513.3332,6960,2056,1036,4021.3328,1848
"6939","03008253","1","1","1","1","2",63,"1","1","15","08",0,51572,57000,4680,4688,960,2328,7984,4
"6940","03149001","2","1","2","1","1",54,"1","1","15","09",0,146593,181000,4932,16576,6668,5160,8752,1512
"6943","03152461","4","1","2","1","1",48,"1","1","14","09",0,113253,132600,7773.3332,10733.3332,7254.6668,4544,7040,5400
"6944","03070043","2","1","2","1","1",30,"2","1","13","08",0,57517,62000,1640,8689.6668,1100,1276,7936,1040
"6948","03094152","3","1","2","1","2",62,"1","1","16","09",0,126811,148000,6156,14928,3220,4608,11520,1132
"6950","03082143","2","1","2","1","1",50,"2","1","14","09",0,80645.4,94617.4,1560,5518.6668,502.6668,1180,9194.6672,364
"6951","03150971","3","1","2","1","1",55,"2","1","14","09",0,123680,154000,10306.6668,52832,8600,6576,28885.3328,964
"6960","03034035","3","1","2","1","2",36,"1","1","16","09",0,129324,165000,11780,21576,15800,2040,9600,624
"6962","03066404","4","1","2","1","2",55,"1","1","12","09",0,126669,158000,5200,4852,5200,2764,4885.3328,1040
"6965","03142941","3","1","2","1","1",45,"2","1","14","09",0,92716,106000,3466.6668,4834.6668,1946.6668,3064,64608,1536
"6967","03004223","4","1","2","1","1",55,"1","1","15","09",0,147713.8,184807.8,2600,21081.3332,1964,1880,2357.3328,3228
"6969","03093621","3","1","2","1","1",41,"2","1","13","09",0,106574,124000,19564,19860,13412,6020,27200,2360
"6970","03142181","1","1","1","1","2",62,"1","1","15","07",0,37721,40000,4506.6668,3952,2160,2108,14250.6672,1876
"6971","03001633","3","1","2","1","1",51,"2","1","15","09",0,121333.4,152312.4,6653.3332,5138.6668,5876,1504,7600,628
"6974","03105581","4","1","2","1","1",33,"1","1","13","09",0,69198,79000,6760,22212,3644,4680,6720,2024
"6975","03171161","2","1","2","1","1",46,"2","1","15","09",0,161998.4,201645.4,4600,9389.3332,8240,840,4922.6672,4436
"6978","03143334","2","1","2","1","4",27,"2","1","13","07",0,39996.2,43393.2,797.3332,7093.3332,1664,1720,4480,780
"6980","02996093","2","1","2","1","4",38,"1","1","16","09",0,90388.8,104187.8,3986.6668,16064,645.3332,3416,22688,116
"6983","02971593","2","1","2","1","1",44,"2","1","12","09",0,86692.2,99262.2,18200,36404,8460,11428,57520,6912
"6985","03006273","1","1","2","1","1",55,"2","1","15","09",0,146789,176000,2773.3332,8253.3332,1752,2304,8960,468
"6986","02844145","1","1","2","1","2",60,"2","1","12","09",0,72619,83859,4333.3332,23669.3332,3600,1576,21536,848
"6987","03173181","3","1","2","1","1",53,"2","1","14","09",0,152485,191750,3380,12086.6668,1626.6668,1904,4960,1200
"6989","03151701","3","1","2","1","1",60,"1","1","12","09",0,76092,87000,5928,13852,7472,2160,20640,2348
"6992","03110451","3","1","2","1","2",38,"1","1","14","08",0,59170,69360,12480,7424,7200,4744,15600,1580
"6997","03171641","1","1","2","1","4",32,"2","1","15","08",0,57040,63521,1820,5484,1560,1224,3146.6672,260
"7009","03169901","3","1","1","1","2",62,"1","1","12","08",0,56450.6,63917.6,1536,3413.3332,2960,2320,14275.7328,180
"7013","03148311","2","1","2","2","2",55,"2","1","11","04",0,19333.8,19295.8,3466.6668,5856,5924,3136,7680,3264
"7014","03096882","3","1","1","1","2",55,"2","1","14","09",0,69062,78123,7176,13812,96220,7364,24011.2,1320
"7016","03105431","3","9","1","1","4",40,"2","5","13","08",0,48212,53000,7800,15932,6244,3980,24000,1200
"7022","03104811","2","1","2","1","1",48,"1","1","13","09",0,80808.6,94418.6,5440,16848,4968,5400,4048,1412
"7023","03011013","1","1","2","1","1",48,"1","1","15","09",0,115069.8,137723.8,2548,13328,725.3332,2448,9040,336
"7026","03165591","2","1","2","1","2",63,"2","1","12","09",0,61698,70684,1933.3332,2405.3332,300,996,26666.6672,80
"7030","02905164","4","1","2","1","4",37,"2","1","12","08",0,56521,62500,5200,13168,900,1468,10560,928
"7033","03171901","3","1","2","1","2",52,"1","1","12","09",0,116664,137100,2946.6668,973.3332,640,800,5472,276
"7036","03143501","2","1","2","1","1",29,"1","1","15","09",0,98869.4,114090.4,12133.3332,16785.3332,7200,2784,11200,1672
"7037","03148531","2","9","1","1","4",35,"2","5","12","07",0,42615,47606,3813.3332,7101.3332,1800,1536,3600,632
"7052","02925274","3","4","2","1","1",59,"2","1","12","09",0,122945,145000,11946.6668,8453.3332,4600,4016,16320,1936
"7057","03173551","3","4","2","1","1",51,"1","1","13","09",0,81713,95000,2426.6668,1718.6668,3472,904,5200,644
"7068","03144571","3","9","1","1","4",62,"2","5","12","06",0,38964,36723,4090.6668,11540,105396,3328,176,1376
"7073","03151291","4","4","2","1","4",49,"2","1","13","09",0,92649,110000,8305.3332,16312,1416,2312,9024,2284
"7081","02989753","4","4","1","1","4",53,"1","1","10","06",0,34997.8,34655.8,7626.6668,9064,1456,476,11290.6672,24
"7085","03163331","1","4","2","1","1",53,"1","1","16","09",0,104656,125000,2166.6668,7377.3332,1352,2956,10000,2696
"7093","03164481","1","4","1","1","2",55,"1","1","15","07",0,42498,46372,1473.3332,3278.6668,932,1884,12640,228
"7094","02988903","1","4","1","1","1",57,"1","1","16","09",0,93244,106410,1906.6668,17852,8320,4604,12138.6672,1064
"7120","02966963","1","4","2","1","2",49,"1","1","15","09",0,83848.6,94433.6,20652,27637,12264,9412,14400,2732
"7122","02904124","2","4","2","1","1",56,"1","1","12","09",0,81714,90259,7800,23484,2020,7044,10544,3088
"7128","03172221","1","4","2","1","1",62,"2","1","15","09",0,89783.2,106469.2,2969.3332,4892,2000,1592,3120,356
"7156","03011183","4","4","1","1","4",48,"2","1","12","06",0,32304,31000,1473.3332,5486.6668,2080,784,2496,224
"7202","02975293","2","5","2","1","1",62,"2","1","15","09",0,119337.4,135456.4,7800,11804,248,3224,21696,1320
"7204","02930124","1","4","2","1","1",47,"1","1","13","09",0,69098.6,73846.6,7368,8957.3332,4120,4568,3584,1256
"7207","03164161","1","4","1","1","4",49,"2","1","15","05",0,31120,29000,2253.3332,5148,240,1004,19616,272
"7221","02973433","2","9","1","1","4",31,"2","5","16","08",0,49283.4,53521.4,6240,15564,12128,6132,15435.2,2184
"7233","02823135","4","4","2","1","1",57,"2","1","12","08",0,55764.4,60333.4,9620,17176,900,3240,960,1688
"7237","03168881","1","4","2","1","1",44,"2","1","12","09",0,95731.6,110140.6,4680,10432,1564,4436,3642.6672,1036
"7239","03093344","2","5","2","1","1",58,"2","1","13","09",0,85513.4,92473.4,4804,45048,5984,6880,9600,680
"7242","02902824","3","4","2","1","4",41,"2","1","12","06",0,34884,36000,3900,16232,2940,4940,10880,888
"7245","02816275","2","5","2","1","1",57,"2","1","13","09",0,140154.8,164103.8,9620,26556,5428,5748,5867.2,4432
"7249","03108641","1","4","2","1","4",63,"1","1","12","08",0,55796,63000,6240,19236,1680,4116,19488,1020
"7250","02970173","2","5","2","1","2",49,"2","1","11","09",0,82184.6,92884.6,13520,8948,3680,5600,11755.2,1524
"7261","03142101","3","4","2","1","2",53,"1","1","12","09",0,100329,119250,11024,3425.3332,3574.6668,3172,4800,1008
"7267","03149761","3","4","2","1","4",45,"2","1","15","09",0,109080,126513,24266.6668,32936,3376,6428,16992,3488
"7274","03145921","1","4","1","1","2",60,"1","1","14","06",0,34552,34297,3293.3332,3190.6668,1564,2532,5205.3328,1320
"7276","02836995","3","4","1","1","1",54,"1","1","15","09",0,67759.8,76800.8,5938.6668,9948,1280,1920,736,992
"7278","03059183","3","9","1","1","1",28,"1","5","13","05",0,28504,28288,3466.6668,6068,1769.3332,2240,7164.8,64
"7282","03067782","1","5","2","2","1",50,"2","1","12","09",0,72649,76922,2253.3332,6157.3332,660,1736,8985.0672,428
"7292","03005943","3","4","2","1","1",49,"2","1","13","09",0,90228.6,104039.6,2513.3332,8498.6668,1168,1684,11280,716
"7329","02841935","3","9","1","1","1",42,"1","5","15","09",0,72419.8,80772.8,3640,12884,2560,1600,33337.6,980
"7332","02845135","4","4","2","1","2",46,"2","1","15","09",0,149117,170500,9441.3332,35997.3332,6436,1276,32368,3976
"7335","03169541","3","9","1","1","1",60,"2","4","12","05",0,33113,27772,1716,3832,600,1708,1706.6672,140
"7337","02870435","3","5","2","1","1",50,"2","1","13","09",0,109582.4,119905.4,3120,8509.3332,2762.6668,2244,126478.4,6484
"7342","03148181","4","9","1","1","1",50,"1","2","13","09",0,98565.8,108336.8,6586.6668,17230.6668,2693.3332,2840,14937.6,2736
"7349","03088073","3","5","1","1","2",61,"1","1","13","09",0,73858.4,82257.4,2946.6668,2162.6668,1220,1816,11033.0672,464
"7365","03148791","2","5","1","1","1",64,"1","1","13","09",0,101090.4,114670.4,7093.3332,15682.6668,1410.6668,4108,27516.8,1360
"7369","03059012","3","4","2","1","1",50,"2","1","13","09",0,88704,99346,6933.3332,8720,3924,4180,13866.6672,1200
"7379","03100883","1","9","1","2","1",56,"1","5","16","06",0,33010,30610,6760,13248,4452,8464,16416,1868
"7388","02819725","4","4","2","1","4",61,"1","1","14","09",0,84122,96591,7540,24212,8600,4272,66923.2,680
"7390","03062962","2","4","1","1","1",54,"1","1","16","09",0,116683.4,137335.4,12480,83122.6668,83572,8460,9866.6672,2552
"7394","03152501","4","4","1","1","2",63,"1","1","16","08",0,60473,60658,4506.6668,11969.3332,3956,3056,18236.8,500
"7404","02875335","3","4","2","1","1",54,"1","1","13","09",0,72460.6,79947.6,3253.3332,5222.6668,1664,1976,1904,1000
"7408","02970403","2","4","2","1","2",62,"1","1","15","09",0,96623.2,116484.2,9360,14244,3940,5556,30656,1440
"7415","03058222","3","9","1","1","1",57,"2","2","12","05",0,28540,25340,4024,6798.6668,1216,3416,5408,780
"7416","03064664","2","4","2","1","2",48,"2","1","13","09",0,88616,101212,4160,7421.3332,4594.6668,5608,2208,320
"7427","02819085","1","8","1","1","4",47,"1","5","15","09",0,82135,110000,12156,17292,6436,900,11328,1988
"7430","03059544","2","8","1","1","1",43,"2","3","15","06",0,28149,32000,3882.6668,4468,2400,2820,6192,356
"7433","03005713","2","8","1","1","1",51,"2","5","13","08",0,42524,50000,1178.6668,3019.3332,308,1188,464,516
"7439","03105814","3","8","1","1","4",60,"2","5","15","07",0,42451,46040,7800,12512,12056,2768,5728,2292
"7449","02989333","2","8","1","1","1",61,"2","3","12","08",0,45505,53000,2426.6668,8429.3332,2116,1488,1120,292
"7451","02992145","3","8","1","1","4",31,"1","5","13","07",0,39341.6,46745.6,3813.3332,6280,1200,1080,8672,128
"7453","02946344","3","8","1","1","1",61,"2","3","13","02",0,9846,9679,537.3332,1362.6668,4084,976,672,12
"7461","02817675","3","8","1","1","1",56,"1","3","12","08",0,42813,50000,4212,11724,4800,4104,2400,1884
"7462","03091343","3","8","1","1","4",56,"2","3","16","05",0,20487,22540,3512,29996,4980,4632,22560,1600
"7465","02996043","2","8","1","1","1",63,"1","1","16","09",0,88431,111992,5166.6668,17577.3332,4944,4872,2480,948
"7475","02822115","1","8","1","1","4",50,"2","3","12","06",0,30272,35000,10960,18340,7428,1780,13440,840
"7476","03147331","3","8","1","1","2",49,"1","4","13","09",0,105817,145000,6760,5236,2064,3780,3264,456
"7477","02907374","4","8","1","1","4",36,"1","5","16","09",0,77626.6,103568.6,6708,12644,9784,1664,5408,8448
"7480","02972293","3","8","1","1","4",32,"1","1","16","09",0,66599,80000,8580,23764,360,2072,6160,108
"7486","02844875","2","8","1","1","4",53,"2","3","13","01",0,4569,4401,1386.6668,7080,800,2280,64,24
"7488","02878175","4","8","1","1","4",56,"2","3","15","06",0,29159,32000,1906.6668,5000,1520,1940,4560,488
"7491","03110871","1","8","1","1","1",57,"1","3","12","07",0,37609,43000,10400,15280,4136,3328,36720,1976
"7499","03062742","2","8","1","1","1",59,"2","3","12","08",0,45199,52000,1733.3332,8012,405.3332,1488,4000,432
"7502","02838365","2","8","1","2","1",53,"1","3","11","05",0,21506,23000,3640,8121.3332,1173.3332,3056,3392,1520
"7505","02870985","1","8","1","1","4",54,"1","3","15","07",0,38294,45000,1733.3332,3036,572,252,1072,816
"7506","02976073","3","8","1","1","4",63,"2","2","15","07",0,38742,46000,6920,19852,9812,2352,3760,2500
"7508","03089441","4","8","1","1","4",48,"2","2","15","05",0,20174,23000,2496,12620,2160,2212,16016,340
"7511","02944584","3","8","1","1","1",32,"1","1","16","09",0,91789,110000,3466.6668,14413.3332,2848,2344,13120,432
"7514","02868995","4","8","1","1","1",40,"1","5","13","08",0,45365,52000,1300,3785.3332,2565.3332,1064,138.6672,480
